transaction_id,amount_usd,hour_of_day,txn_velocity_1h,account_age_days,failed_logins_7d,chargebacks_90d,country_mismatch,is_international,device_risk_score,ip_risk_score,merchant_risk_score,fraud
804,48.55,8,2,1667,0,0,1,0,,24.1,7.9,0
805,51.03,15,1,1755,1,0,0,1,0.0,63.6,16.6,0
806,16.39,0,1,846,1,0,0,0,2.5,43.4,36.0,0
807,17.85,5,1,1921,1,0,0,0,0.0,36.2,29.9,0
808,52.98,20,1,2099,0,0,0,0,5.8,23.6,29.8,0
809,45.64,13,0,2079,0,0,0,0,21.4,29.6,29.5,0
810,25.34,7,2,1891,1,0,0,0,35.8,5.4,44.9,0
811,78.0,18,0,356,0,0,0,0,19.5,32.2,56.8,0
812,27.68,22,2,428,0,1,0,0,25.6,28.2,22.9,0
813,6.39,14,1,899,0,0,0,0,25.1,34.1,40.6,0
814,15.85,0,0,2353,0,0,0,0,44.0,0.0,48.4,0
815,9.21,17,3,636,2,0,0,0,17.9,32.9,0.0,0
816,74.92,18,1,630,0,0,0,0,30.9,24.1,25.2,0
817,44.89,14,1,173,0,0,0,0,16.5,0.0,0.0,0
818,32.95,23,3,3566,0,0,0,0,17.9,22.8,57.8,0
819,4.69,14,1,2205,0,0,0,0,15.3,0.0,46.9,0
820,9.19,11,2,1987,0,0,0,0,45.9,19.3,42.2,0
821,26.56,8,0,3241,0,0,0,0,0.0,25.5,25.0,0
822,7.21,13,2,678,0,1,0,0,27.2,0.0,0.0,0
823,63.65,2,1,2830,0,0,0,0,50.8,8.8,48.6,0
824,27.6,14,1,318,0,0,1,0,22.0,44.5,63.9,0
825,26.72,13,1,3555,0,0,0,1,60.5,27.5,45.3,0
826,28.48,5,2,449,0,0,0,1,21.8,32.7,10.4,0
827,14.01,8,2,1627,1,0,0,0,15.0,39.6,54.8,0
828,13.01,17,2,553,0,0,1,0,0.0,27.2,25.7,0
829,6.56,14,2,712,0,0,1,0,19.1,17.1,36.5,0
830,30.53,19,2,2628,0,0,1,0,37.0,14.9,48.5,0
831,41.47,20,1,2046,0,0,0,0,64.1,21.5,51.1,0
832,24.78,21,0,1110,1,1,0,0,18.7,1.7,27.9,0
833,23.9,10,2,2797,0,0,0,0,11.6,25.9,24.2,0
834,14.12,16,5,1730,0,0,0,0,29.0,23.1,55.1,0
835,36.62,9,3,2685,0,0,0,0,28.6,0.0,28.7,0
836,4.22,3,1,1315,0,0,0,0,22.6,33.0,21.5,0
837,12.38,17,0,2493,0,0,0,1,33.8,6.2,27.4,0
838,17.69,2,1,163,0,1,0,0,31.5,1.1,42.0,0
839,19.95,11,2,704,0,0,0,0,0.0,0.0,44.0,0
840,,9,0,2200,0,0,0,0,46.5,26.2,60.7,0
841,25.69,18,1,2084,1,0,0,0,29.8,32.0,55.7,0
842,33.93,15,1,2385,0,0,0,0,24.7,25.0,31.6,0
843,81.18,23,1,3285,1,0,1,1,17.4,3.4,32.5,0
844,89.81,5,3,1768,0,0,0,0,13.4,0.0,8.4,0
845,50.3,3,1,1515,0,1,0,0,13.7,19.4,22.1,0
846,81.36,16,2,3284,0,0,0,0,39.9,11.2,77.7,0
847,119.55,5,0,240,1,0,0,0,1.2,44.1,33.8,0
848,40.3,12,0,2464,0,1,0,1,39.5,64.4,0.0,0
849,9.79,16,2,1294,0,0,0,1,23.8,16.9,37.7,0
850,66.97,13,3,2457,1,0,0,0,6.3,30.9,28.7,0
851,13.52,7,1,1542,0,0,0,1,,16.6,30.5,0
852,132.88,14,1,1288,2,0,0,0,9.2,39.4,59.4,0
853,119.11,3,1,1749,0,0,0,1,41.6,23.4,0.0,0
854,19.79,20,2,878,0,0,0,1,49.7,39.2,52.2,0
855,12.43,10,1,2038,0,0,0,1,43.3,15.0,46.7,0
856,17.27,23,3,176,0,0,0,0,20.6,35.7,20.8,0
857,28.44,12,0,863,1,1,1,0,9.1,45.8,23.7,0
858,83.51,1,1,1522,1,0,0,0,13.7,34.7,27.8,0
859,11.15,10,0,2773,0,0,0,0,0.0,30.1,24.3,0
860,60.67,21,1,3326,1,0,0,0,25.3,24.1,44.1,0
861,5.72,15,1,1877,1,0,0,0,8.8,23.4,38.1,0
862,79.12,23,1,1957,1,0,0,1,17.3,26.0,3.3,0
863,28.51,0,3,1734,0,0,0,1,31.0,19.5,24.5,0
864,35.16,6,1,283,0,1,0,0,7.0,13.0,17.9,0
865,27.53,10,1,2883,0,0,0,0,3.6,26.4,25.1,0
866,63.34,1,0,2976,0,0,0,1,39.9,23.3,45.4,0
867,40.33,0,1,703,2,0,0,0,10.6,11.5,46.6,0
868,115.62,4,0,1058,0,0,0,1,33.6,53.2,20.5,0
869,7.24,17,1,1332,0,0,0,0,20.3,6.9,24.5,0
870,14.53,8,3,3637,0,0,0,0,16.1,0.0,11.1,0
871,10.21,1,3,1323,0,0,0,1,9.6,32.0,6.4,0
872,53.21,15,2,2028,0,0,0,0,32.0,4.2,25.6,0
873,7.77,9,1,197,1,0,0,0,,3.8,8.9,0
874,209.52,12,0,2421,1,0,0,0,19.2,36.8,30.9,0
875,32.25,11,2,2341,1,0,0,1,11.2,28.5,46.4,0
876,79.64,4,1,359,0,0,0,0,34.9,14.6,16.1,0
877,13.83,17,0,329,0,0,0,0,22.2,0.0,60.4,0
878,35.06,1,0,1695,1,0,0,0,14.5,6.0,23.1,0
879,49.37,9,2,1063,0,1,0,0,37.5,1.8,35.6,0
880,17.03,0,1,1242,0,0,0,0,24.9,0.0,61.2,0
881,24.97,13,1,321,0,0,0,1,33.3,46.1,63.4,0
882,104.16,16,1,1164,1,0,0,1,25.1,22.1,22.8,0
883,82.53,2,1,70,1,0,0,0,39.0,11.1,24.8,0
884,47.62,12,3,2935,0,0,0,0,24.5,,25.1,0
885,145.05,15,0,1611,0,1,0,0,28.5,19.2,73.7,0
886,6.32,6,1,3230,0,0,0,0,22.8,20.4,22.5,0
887,37.83,2,2,1623,0,0,0,0,51.1,,55.5,0
888,22.09,12,1,333,0,0,1,1,28.0,0.0,21.4,0
889,93.6,19,1,76,0,0,0,0,21.3,23.6,25.2,0
890,72.81,4,1,3102,0,0,0,0,32.7,30.8,18.4,0
891,76.37,21,2,3301,0,0,0,0,0.8,36.7,,0
892,18.59,16,1,1929,0,1,0,1,24.9,16.2,2.1,0
893,46.96,4,2,2866,0,0,0,1,35.6,0.0,61.1,0
894,71.11,8,1,2233,0,0,0,0,33.5,24.1,23.1,0
895,84.59,7,0,1749,1,1,0,0,35.8,27.5,61.4,0
896,14.28,12,0,2461,0,0,0,0,47.0,12.2,18.2,0
897,17.35,21,0,2976,0,0,0,0,9.4,20.0,29.8,0
898,36.46,7,1,2774,1,0,0,0,35.7,43.6,8.0,0
899,91.46,7,2,2462,0,0,0,0,62.5,36.5,29.5,0
900,49.22,18,0,1653,0,1,0,0,23.4,23.9,52.1,0
901,90.08,3,2,1462,0,0,0,1,13.8,1.0,48.2,0
902,6.28,21,0,78,1,0,1,0,,32.1,33.9,0
903,24.11,18,2,421,0,0,0,0,57.7,1.4,38.4,0
904,44.66,9,1,1019,0,0,0,0,0.0,3.7,3.9,0
905,37.18,2,1,785,0,0,0,0,38.8,20.5,27.6,0
906,6.6,17,2,248,0,1,0,1,2.5,0.0,39.9,0
907,72.29,0,2,3101,1,0,0,1,15.8,35.2,57.7,0
908,39.5,7,1,209,1,0,0,0,23.4,39.2,45.3,0
909,20.63,13,0,3070,0,0,0,0,6.8,26.0,1.5,0
910,78.12,5,1,1990,0,1,0,0,31.9,28.1,33.6,0
911,7.51,0,0,814,1,1,0,0,4.7,0.0,0.0,0
912,19.9,2,2,2631,0,0,0,0,8.4,45.1,35.9,0
913,60.78,4,1,2101,0,0,0,0,38.4,3.3,32.0,0
914,40.48,16,0,208,0,0,0,0,47.9,34.3,20.2,0
915,25.03,13,2,1873,1,0,0,0,39.0,4.2,2.5,0
916,26.5,21,2,2148,0,0,0,1,31.9,2.2,42.9,0
917,24.86,2,1,3370,0,0,0,0,26.9,29.1,2.6,0
918,59.97,7,2,2692,1,0,0,0,33.0,36.4,48.8,0
919,23.49,18,2,510,0,0,0,0,26.3,11.8,39.0,0
920,51.54,10,0,1094,1,0,0,1,29.2,42.5,16.6,0
921,5.64,18,1,1923,0,0,0,0,38.4,17.3,0.0,0
922,80.12,11,1,3581,0,1,0,1,42.9,25.1,46.4,0
923,211.29,20,0,2755,1,0,0,0,4.4,31.2,27.6,0
924,44.69,5,0,191,1,0,0,1,8.2,43.4,20.3,0
925,27.96,14,0,284,1,0,0,0,0.0,0.0,43.7,0
926,19.53,20,0,2205,0,0,0,0,41.2,0.0,13.0,0
927,52.45,23,0,1648,2,0,1,0,25.3,12.9,33.0,0
928,17.81,14,2,1495,0,0,0,0,18.3,26.9,70.2,0
929,15.56,4,3,2969,1,0,0,0,19.0,17.3,22.8,0
930,,18,0,2683,0,0,0,0,20.8,7.1,58.6,0
931,36.38,4,2,3413,0,1,0,0,36.8,0.0,24.3,0
932,23.74,13,2,2253,0,0,0,0,20.8,19.0,44.5,0
933,24.81,4,2,2678,0,0,0,1,52.8,38.4,11.1,0
934,29.91,14,1,3628,0,0,0,0,48.1,0.0,55.8,0
935,17.0,17,0,2061,1,0,0,0,35.0,12.2,5.7,0
936,34.81,16,0,3409,0,0,0,0,16.5,2.6,,0
937,12.63,15,0,1085,1,0,0,0,26.0,21.2,47.9,0
938,27.32,23,2,58,0,0,0,0,31.7,37.7,36.0,0
939,23.92,22,0,2940,0,0,0,0,34.7,29.2,28.3,0
940,7.64,19,1,2499,0,0,0,0,31.8,0.0,3.0,0
941,11.36,14,0,791,0,1,1,0,30.4,51.3,48.8,0
942,18.65,16,0,1943,3,0,0,0,31.8,24.7,29.6,0
943,19.11,3,0,1723,1,0,0,0,42.0,0.0,24.6,0
944,36.87,18,0,2331,1,0,0,0,21.4,18.3,8.9,0
945,21.67,6,1,2126,0,0,0,0,18.0,15.7,56.8,0
946,28.76,10,0,1708,1,0,0,1,29.5,0.0,0.0,0
947,21.61,15,2,1204,0,0,0,0,18.5,21.6,6.6,0
948,3.77,22,1,3440,0,0,0,1,17.1,19.0,62.7,0
949,27.15,3,0,1790,0,0,0,0,22.8,23.6,0.0,0
950,15.28,4,2,3398,1,0,0,0,20.1,15.0,14.0,0
951,26.37,23,2,490,0,0,0,0,29.0,9.8,40.9,0
952,16.23,13,2,2522,0,0,1,0,29.9,0.0,42.8,0
953,50.63,23,1,946,0,0,0,1,26.8,22.4,0.0,0
954,28.88,21,0,562,1,0,0,1,28.6,0.0,36.4,0
955,52.81,16,1,2372,0,0,1,0,27.4,1.4,28.0,0
956,55.99,2,1,2783,0,0,0,0,27.1,42.2,44.1,0
957,19.04,3,0,2193,0,0,0,0,20.1,36.9,59.5,0
958,57.52,5,2,951,0,0,0,0,17.8,15.2,15.9,0
959,35.98,23,1,2810,0,0,0,1,13.2,18.0,37.3,0
960,12.85,10,2,2209,0,0,0,0,19.5,61.0,68.7,0
961,27.31,16,1,1157,0,0,0,0,29.0,4.8,16.1,0
962,32.31,21,1,2951,1,0,0,0,22.8,25.3,52.9,0
963,82.76,1,0,2893,0,0,0,1,21.7,21.3,62.0,0
964,22.67,9,0,1987,3,0,0,0,19.1,0.0,16.7,0
965,105.29,1,2,1663,1,0,0,0,20.4,2.5,40.9,1
966,55.47,10,1,1233,0,0,0,1,23.8,26.9,24.8,0
967,5.52,6,2,1012,1,0,0,1,18.8,9.6,31.5,0
968,13.09,2,2,1502,0,0,0,0,5.7,6.7,76.7,0
969,47.91,5,0,1100,1,0,0,0,8.8,26.0,38.8,0
970,9.35,23,2,173,1,0,0,0,10.0,23.2,17.9,0
971,43.86,4,0,2098,0,0,0,0,38.9,6.4,49.8,0
972,90.57,18,1,1092,1,0,0,0,42.5,12.5,38.2,0
973,24.18,7,1,2700,1,0,0,0,19.3,14.0,76.1,0
974,92.4,14,1,256,1,0,0,0,1.7,8.7,39.5,0
975,86.41,6,1,1381,0,0,0,1,23.8,16.1,27.0,0
976,,15,0,981,1,0,0,0,9.9,0.0,14.9,0
977,29.18,3,1,1465,0,0,0,0,5.2,0.0,4.0,0
978,34.64,15,0,3582,1,0,0,0,0.0,0.0,0.0,0
979,42.77,22,0,1185,0,0,0,0,34.3,3.1,32.5,0
980,8.62,19,5,365,0,0,0,0,19.4,21.7,32.6,0
981,26.68,16,0,3629,0,0,0,0,25.2,23.3,23.3,0
982,7.86,10,1,3640,0,0,0,0,49.3,29.5,25.4,0
983,22.73,1,0,115,0,0,1,0,1.9,54.4,47.6,0
984,25.14,22,0,2188,0,0,0,0,16.1,21.9,48.8,0
985,7.0,2,2,1995,1,0,0,0,31.8,14.2,35.2,0
986,,5,0,2590,0,0,0,0,33.6,26.2,33.3,0
987,21.79,5,1,1565,2,0,0,0,36.1,15.0,32.0,0
988,168.73,4,4,770,0,0,0,0,5.6,20.1,3.1,0
989,9.88,1,0,2765,0,0,0,0,50.7,0.0,33.4,0
990,33.1,20,1,1107,0,0,0,0,0.0,13.0,3.9,0
991,14.66,15,2,2307,1,0,0,0,26.7,44.9,34.0,0
992,22.2,8,2,1221,0,0,0,0,29.0,57.3,13.6,0
993,65.9,22,0,91,0,0,0,1,65.5,16.6,30.5,0
994,38.41,7,1,1946,0,1,0,0,21.3,20.0,24.8,0
995,42.12,16,0,2462,0,0,0,0,39.4,43.4,0.0,0
996,44.3,3,1,1922,0,0,0,0,38.5,0.0,37.9,0
997,47.48,7,1,2010,0,0,0,1,23.7,25.4,43.3,0
998,5.32,19,0,2153,1,0,0,0,28.1,35.7,30.5,0
999,40.81,13,2,2603,1,0,0,0,17.7,5.4,23.7,0
1000,27.99,20,0,3231,1,1,0,0,31.5,12.7,18.0,0
1001,41.18,22,1,1650,0,0,0,1,21.8,29.0,21.7,0
1002,58.5,16,2,277,1,0,0,0,15.7,41.2,43.5,0
1003,41.78,12,2,1837,2,0,0,0,34.5,42.9,,0
1004,52.06,19,1,2981,0,0,0,0,19.2,25.4,39.8,0
1005,11.74,5,1,2628,1,0,0,0,0.0,4.7,11.6,0
1006,42.87,20,4,2980,0,0,0,0,0.0,19.4,39.8,0
1007,27.46,20,2,2809,0,0,0,0,13.5,36.7,39.2,0
1008,27.96,0,6,3378,0,0,0,0,52.2,56.8,47.6,0
1009,84.78,9,0,2449,0,0,0,1,37.2,41.2,69.9,0
1010,20.27,13,3,422,0,1,0,0,10.3,0.4,30.2,0
1011,17.58,4,0,537,0,0,0,0,18.5,40.3,84.0,0
1012,10.48,19,1,196,0,0,0,0,39.4,0.9,0.0,0
1013,23.65,3,1,2984,0,0,0,0,18.3,21.0,0.0,0
1014,70.57,20,0,211,0,0,0,1,46.6,0.0,28.7,0
1015,7.89,16,1,1479,0,0,0,0,47.6,5.3,53.9,0
1016,36.63,15,0,735,0,0,0,0,0.0,14.5,31.9,0
1017,3.95,15,1,1095,1,0,0,0,30.4,48.1,73.7,0
1018,17.25,9,0,2505,1,0,0,1,18.7,7.1,51.8,0
1019,42.52,6,0,1782,1,0,0,0,29.0,19.6,17.5,0
1020,19.48,17,2,1070,0,0,0,1,8.4,12.5,13.3,0
1021,11.45,12,2,2245,0,0,1,0,37.2,0.0,60.1,0
1022,22.32,17,2,884,1,0,0,0,13.1,6.2,31.0,0
1023,66.11,23,0,2334,0,0,0,0,33.4,25.8,13.1,0
1024,98.84,4,2,3318,0,0,0,0,34.9,4.3,15.2,0
1025,100.46,20,0,999,0,0,0,1,30.5,0.1,8.0,0
1026,51.72,6,1,605,0,0,0,0,43.7,15.3,0.0,0
1027,39.98,4,3,442,0,0,0,0,18.8,0.0,50.2,0
1028,65.94,10,0,2118,1,0,0,0,50.2,20.3,34.6,0
1029,11.88,16,3,1871,0,0,0,0,7.0,39.5,48.6,0
1030,13.8,21,2,495,1,0,0,0,14.3,12.0,29.9,0
1031,84.2,4,1,1107,0,0,0,0,48.9,0.0,47.2,0
1032,59.44,8,1,1923,0,0,0,0,38.0,28.1,6.8,0
1033,60.34,0,1,1041,0,0,0,0,9.6,36.8,37.9,0
1034,35.78,10,1,3179,0,0,0,0,28.0,0.0,26.2,0
1035,15.49,11,1,358,0,0,0,1,32.0,54.0,5.0,0
1036,12.63,15,2,1971,0,0,1,0,32.5,25.5,23.2,0
1037,63.46,10,2,2256,2,1,0,0,1.0,11.2,26.0,0
1038,71.25,16,1,2690,1,0,0,1,9.3,19.0,0.0,0
1039,12.23,18,1,1042,0,0,1,0,24.2,0.0,59.7,0
1040,16.58,6,1,1192,1,0,0,0,31.4,1.6,50.7,0
1041,27.6,4,3,2149,2,0,0,1,22.1,29.5,27.0,0
1042,60.32,1,2,2493,0,0,0,1,27.9,9.9,15.6,0
1043,22.82,9,2,3335,0,0,0,1,20.1,20.9,53.5,0
1044,15.15,20,2,1998,1,0,0,0,31.9,21.1,51.8,0
1045,66.07,9,1,223,0,0,0,1,6.2,43.7,7.3,0
1046,48.32,1,2,2339,0,0,0,0,28.3,0.0,1.6,0
1047,17.19,0,1,2335,2,0,0,0,32.8,59.2,55.8,0
1048,17.68,22,0,1384,0,0,0,0,35.7,6.7,42.9,0
1049,72.82,17,2,3003,1,0,0,0,25.3,35.5,47.5,0
1050,10.75,7,4,1199,0,0,0,0,20.4,30.4,3.0,0
1051,23.71,23,0,2915,0,0,0,0,8.2,37.6,26.6,0
1052,42.92,7,1,2309,0,0,0,0,42.0,38.4,64.1,0
1053,34.18,1,0,1656,1,0,0,0,35.1,21.8,36.0,0
1054,63.03,8,0,1609,1,0,0,0,12.8,0.0,22.9,0
1055,7.62,3,1,2152,1,0,0,0,34.9,,37.1,0
1056,30.39,1,0,2227,0,0,0,0,35.6,15.0,26.6,0
1057,38.13,4,1,208,0,0,0,1,4.9,,53.2,0
1058,39.13,17,4,741,0,0,0,0,12.2,8.6,0.0,0
1059,47.54,17,2,2035,0,0,1,0,19.9,16.8,54.4,0
1060,11.78,15,0,1140,0,0,0,0,39.9,6.1,54.9,0
1061,95.21,9,2,168,0,1,0,0,55.9,35.4,27.8,0
1062,43.09,3,3,1002,1,0,0,0,45.4,4.5,,0
1063,46.92,18,1,770,0,0,0,0,32.5,8.4,59.1,0
1064,18.89,3,0,316,0,0,0,0,21.7,26.6,35.1,0
1065,34.63,6,0,150,1,0,0,0,19.1,43.8,31.0,0
1066,86.87,16,2,2692,1,0,0,0,13.4,42.1,12.4,0
1067,29.6,21,0,708,0,0,0,0,18.3,10.8,0.0,0
1068,35.03,22,1,327,2,0,0,1,14.0,15.6,0.3,0
1069,38.6,7,1,1044,0,0,0,0,39.9,23.0,2.2,0
1070,8.11,8,1,710,0,0,0,0,44.6,36.5,23.4,0
1071,26.1,20,0,1949,0,0,0,0,41.6,,22.6,0
1072,52.17,19,1,2242,0,0,0,0,55.7,20.3,0.0,0
1073,20.27,20,0,59,0,0,0,1,31.5,15.8,22.0,0
1074,28.97,12,0,3008,0,1,0,0,54.4,3.3,42.0,0
1075,29.19,9,1,3326,0,0,0,1,35.5,32.6,20.3,0
1076,8.47,2,1,791,0,0,0,0,33.3,15.3,27.7,0
1077,57.02,9,1,2605,0,0,0,0,21.9,19.8,42.8,0
1078,10.14,0,3,2580,0,0,0,0,30.0,25.6,42.4,0
1079,42.02,18,3,1615,0,1,1,0,11.4,57.3,27.4,1
1080,26.93,18,1,2651,0,0,0,0,25.1,0.0,0.0,0
1081,22.81,20,2,1558,0,0,0,0,19.6,0.0,44.9,0
1082,31.61,20,2,1991,0,0,0,0,30.6,10.4,23.2,0
1083,54.76,12,2,492,1,0,0,1,35.3,55.9,8.2,0
1084,57.44,12,1,1485,1,0,0,0,33.5,38.9,21.9,0
1085,21.24,2,1,499,1,0,0,1,30.9,18.5,30.0,0
1086,26.27,13,2,3575,2,0,0,1,21.7,5.1,23.6,0
1087,15.07,19,1,2436,0,0,0,1,0.0,23.2,18.4,0
1088,9.31,11,2,2201,2,0,0,0,43.2,2.8,9.6,0
1089,64.12,17,2,340,0,0,0,0,3.5,,0.5,0
1090,12.46,5,2,1458,0,0,0,0,35.9,,49.9,0
1091,16.64,14,0,3166,1,0,0,1,29.3,3.2,44.3,0
1092,40.59,15,2,711,0,0,0,0,30.3,16.4,37.4,0
1093,10.19,15,1,2123,1,0,0,0,28.4,11.3,,0
1094,44.0,9,1,1526,0,0,0,0,35.5,0.0,22.9,0
1095,15.26,14,1,2109,1,0,0,0,39.2,30.4,,0
1096,12.07,4,1,3163,1,0,0,0,49.5,9.3,17.6,0
1097,18.83,12,2,732,0,0,0,0,14.2,0.0,15.4,0
1098,15.17,9,0,508,1,0,0,0,36.6,20.7,22.1,0
1099,36.19,12,1,880,0,0,0,0,8.1,23.7,57.6,0
1100,93.18,14,0,2321,1,0,0,0,46.1,31.0,,0
1101,51.38,12,0,3230,0,0,0,1,41.4,11.9,11.5,0
1102,43.46,0,0,2294,0,0,0,0,0.0,10.3,35.4,0
1103,18.32,5,0,2986,1,0,0,0,43.5,19.7,0.0,0
1104,24.71,23,2,3525,1,0,0,0,33.9,19.1,37.1,0
1105,32.26,22,1,2216,0,0,0,0,5.4,3.5,15.5,0
1106,28.2,10,2,2345,0,0,0,0,11.8,0.9,19.6,0
1107,33.1,1,1,3165,0,1,0,1,16.1,52.4,11.3,0
1108,11.27,11,1,793,0,1,0,0,62.3,19.7,1.9,0
1109,120.49,15,2,3220,1,0,0,0,8.8,1.0,40.9,0
1110,10.01,11,3,1167,0,0,0,0,0.0,6.4,25.3,0
1111,25.84,16,0,2195,0,1,0,0,29.4,5.3,56.2,0
1112,56.22,5,0,1502,0,0,0,0,0.0,4.7,2.7,0
1113,15.95,0,1,1987,1,0,0,0,12.2,0.0,30.8,0
1114,67.06,11,1,2687,0,0,0,0,21.0,38.8,25.7,0
1115,9.35,18,1,202,0,0,0,1,30.7,47.1,35.5,0
1116,15.94,9,1,3129,0,0,0,0,16.8,23.3,20.6,0
1117,4.4,9,3,557,1,0,0,0,32.3,25.8,54.1,0
1118,65.9,7,1,1570,0,0,0,0,0.0,,15.7,0
1119,11.08,18,1,1390,0,0,0,0,28.4,23.4,0.0,0
1120,16.52,14,1,2846,0,0,0,0,47.2,44.7,47.8,0
1121,52.97,6,0,2444,0,0,0,0,17.2,24.8,49.9,0
1122,37.74,15,1,2094,1,0,0,0,61.5,3.7,31.1,0
1123,67.06,23,2,2394,0,0,0,0,,33.0,0.4,0
1124,48.0,11,2,818,0,0,0,0,9.5,0.0,59.0,0
1125,58.3,1,0,2741,0,1,0,1,19.6,25.8,0.0,0
1126,19.44,20,2,3134,0,1,0,0,4.7,19.0,33.6,0
1127,26.65,23,4,3459,0,0,0,0,34.1,45.8,42.0,0
1128,51.52,12,1,1801,0,1,0,0,15.0,33.5,34.6,0
1129,52.07,5,0,2859,0,0,0,0,10.1,59.5,44.8,0
1130,60.76,19,0,558,0,0,0,0,28.6,18.9,31.0,0
1131,15.45,4,0,1486,0,0,0,0,45.2,38.0,42.7,0
1132,11.86,12,1,1041,1,0,0,1,48.4,0.0,33.7,0
1133,10.45,1,0,676,0,0,0,0,2.7,3.2,43.4,0
1134,19.52,10,0,1750,0,0,0,0,35.4,8.5,0.0,0
1135,26.28,1,1,728,0,0,0,0,40.8,19.2,8.7,0
1136,10.97,18,3,3007,1,0,0,0,56.6,0.0,39.3,0
1137,24.59,5,2,2608,0,0,0,0,47.8,25.2,52.8,0
1138,47.21,13,1,1152,0,0,0,0,37.5,21.6,33.1,0
1139,62.84,21,2,1771,0,0,0,0,22.1,14.3,47.1,0
1140,17.81,22,1,3469,0,0,0,0,27.1,9.9,45.5,0
1141,,21,2,2417,0,0,0,0,24.5,18.3,22.0,0
1142,10.26,17,1,1713,0,0,0,0,9.4,24.4,59.4,0
1143,16.8,13,2,337,0,0,0,0,20.6,4.5,44.8,0
1144,31.02,20,1,780,1,0,0,0,15.2,0.0,18.8,1
1145,16.99,5,0,974,0,0,0,1,23.2,54.0,16.9,0
1146,15.28,16,2,2887,0,0,0,0,24.4,24.4,6.2,0
1147,35.3,7,2,7,1,0,0,0,31.9,21.2,28.1,0
1148,12.89,16,2,2493,0,1,1,0,35.2,9.5,22.8,0
1149,31.11,18,2,1263,1,1,0,1,6.1,6.8,36.5,0
1150,26.13,9,0,3219,1,0,0,0,33.5,32.6,66.9,0
1151,42.76,18,1,1111,1,0,0,0,22.5,14.4,0.0,0
1152,52.05,19,1,2500,1,0,0,0,21.7,0.5,30.9,0
1153,31.65,9,1,264,1,0,0,0,19.1,0.0,8.8,0
1154,19.12,21,1,1154,0,0,0,1,15.8,17.1,13.2,0
1155,63.69,20,0,1255,0,0,0,0,11.7,47.2,30.0,0
1156,33.28,7,1,2603,0,0,0,0,25.6,15.3,44.9,0
1157,14.06,20,4,2782,1,0,0,1,9.4,11.2,62.5,0
1158,32.63,2,1,3085,0,0,0,0,35.3,38.5,33.9,0
1159,17.41,21,3,846,0,0,0,1,,27.6,33.8,0
1160,3.77,0,1,2287,0,0,0,0,39.1,3.6,37.9,0
1161,13.19,1,1,2342,0,0,0,0,12.2,37.0,19.5,0
1162,20.98,3,1,2515,0,0,0,0,21.3,15.9,42.3,0
1163,19.69,8,1,2534,0,0,0,0,0.4,0.0,52.3,0
1164,8.3,8,2,664,0,1,0,0,17.5,17.2,35.6,0
1165,21.47,3,3,2282,1,0,0,0,36.2,0.0,26.0,0
1166,39.96,3,2,1947,0,0,0,1,24.2,16.4,29.8,0
1167,11.41,4,1,3537,0,0,0,0,25.6,24.8,,0
1168,34.87,6,1,3482,2,0,0,0,22.3,18.3,,0
1169,5.61,23,0,2477,0,0,0,0,1.3,26.6,16.5,0
1170,42.54,15,0,1634,0,0,0,0,41.8,26.5,18.0,0
1171,18.05,17,0,3303,2,0,0,0,17.0,3.4,17.8,0
1172,9.72,2,1,1000,0,0,1,1,20.6,30.3,33.0,0
1173,68.89,16,1,16,0,1,0,0,32.6,16.7,40.5,0
1174,41.15,12,1,3427,0,0,0,0,43.3,14.0,34.7,0
1175,60.6,18,1,3263,0,0,0,0,69.4,,24.5,0
1176,36.33,20,0,2108,0,0,0,1,33.3,14.8,24.5,0
1177,37.41,16,1,2937,0,0,1,1,46.3,61.8,14.7,0
1178,20.85,3,1,2086,0,0,0,0,50.6,27.3,54.8,0
1179,39.71,7,1,923,1,0,0,1,37.0,25.5,23.9,0
1180,26.49,0,2,2435,0,0,0,0,60.5,33.0,6.1,0
1181,17.0,19,1,1973,0,0,0,0,24.8,35.7,88.2,0
1182,24.35,16,1,3425,1,0,0,0,11.4,6.8,26.7,0
1183,10.22,15,1,1876,0,0,0,1,21.1,29.6,44.1,0
1184,27.72,0,0,1669,0,0,0,0,9.3,12.0,23.0,0
1185,40.2,15,1,1145,0,0,0,1,30.0,0.0,45.1,0
1186,31.25,16,2,2870,1,0,1,0,24.0,0.0,42.6,0
1187,44.49,22,0,3268,0,0,0,0,3.8,13.8,35.0,0
1188,22.08,15,1,3099,1,0,0,0,7.8,21.4,4.9,0
1189,29.04,7,1,2603,0,1,0,0,5.5,20.8,35.8,0
1190,28.93,1,1,3528,1,1,0,0,14.7,31.6,37.8,0
1191,131.53,20,1,1529,0,0,0,0,33.8,29.6,39.4,0
1192,10.03,16,3,2744,0,0,0,0,13.4,30.8,18.8,0
1193,141.15,5,0,1248,0,0,1,1,9.8,51.2,42.9,0
1194,15.84,17,0,1618,1,0,0,1,33.6,0.0,37.2,0
1195,21.66,8,0,967,1,0,0,0,26.4,22.4,25.3,0
1196,35.3,12,0,2541,0,0,0,0,37.6,7.4,74.2,0
1197,44.89,6,2,2212,1,0,0,0,0.0,13.2,42.7,0
1198,27.71,23,0,866,0,1,0,0,16.3,8.2,37.2,0
1199,33.79,14,3,3273,0,1,1,1,27.2,13.4,7.0,0
